rating,review_title,review_content,travel_date,legroom,seat_comfort,inflight_entertainment,customer_service,value_for_money,cleanliness,checkin_and_boarding,food_and_beverage
2,Business Class trip CBR to BNE,"The overall Qantas business product is not where it previously was. Having taken the same flight down with Virgin Business it is interesting comparing the two products, Virgin was overall a better product.
Qantas check in, at Canberra (CBR) could not even see dedicated business check in and used the general boarding machines. Qantas lounge is comfortable but no dedicated business lounge in CBR just one shared with Qantas Club. At time of boarding, they just called the flight so no priority for business or premium FF members. On the plane we were only offered water prior to the flight. The plane was comfortable, and the seating was good. The meal was good overall, but we were not offered any re-fills or a second beverage. Basically, the attendant seemed to be looking at herself in her phone screen over providing service. Following service my empty water bottle and napkin clearly was visible in the front seat pocked but was never cleaned up, even though there was plenty of time on completion of the lunch service. Finally, the bags well again no business priority, the bag came out amongst all the general baggage. Being a premium FF, the premium baggage service has been nonexistent since Qantas moved to contractors.",June 2023,4,4,3,2,1,3,2,3
1,Not professional business - Waste of money,"Due to COVID-19 booking was credited in Qantas Pass, some of that credit was used when booked for one way flight from Gold Coast to Sydney Qantas booking reference is 6Z55B2. Due to the queue at the counter, I was 3min late at Gold Coast Airport for baggage tag as the check in was already done. I was told that the system has been closed and they cannot serve me and I have to book for another flight. I had to look for another flight somewhere else as the rate was high in Qantas. I travelled with my family including 16months baby and had to stay for 3hrs plus to wait for the flight. This is affected me extremely mentally and financially since covid-19. Another extreme unhappy experience.",June 2023,-1,-1,-1,1,1,-1,1,-1
3,Rebooked from a cancelled Jetstar flight - was certainly not the upgrade we'd hoped,"So, Jetstar cancelled our booked flight, but after some slight issues got us on to this flight. Yay, we thought. We were homeward bound. Not without some chaos. First, the flight was delayed for 20 minutes. Fine, no big deal. Then, it was delayed another 20 minutes which was slightly irritating, especially since there was no explanations/apologies/staff to contact until the pilot made an announcement after take-off. But, then they changed the gate at the last minute and made all passengers travel to the other side of the terminal. They then announced on the plane that the catering on-board was limited in order to prevent further delays - I appreciate this is a no-win situation and passengers will be unhappy whatever happens, but this just seemed like the cherry on top.

The crew was kind enough and did their best with the hand that we were dealt, but was still not pleasant. A lot of disgruntled and tired passengers. Oh, and we paid for extra legroom seats with Jetstar, and weren't able to get them on Qantas. Understandable, but still another irritation. Have submitted a refund request and will see how that goes (Ha! I think we all know what to expect of Jetstar, frankly)",June 2023,2,3,-1,3,-1,-1,3,-1
1,Worst airline,My mom was ment to fly back to SA on the 24th of June. The original flight from Sydney to Johannesburg was delayed by 7hours. This was after she had a 14-hour layover because Sydney airport does not stay open at night. The flight was then canceled a few hours before the flight. They rebooked it for the NEXT DAY (26th of June) AT 22:00PM. She had to be there for 48hours! If they managed it properly and made the cancelations earlier then my mom would have been able to spend 2 extra days with us. They have no proper communication. No transparency and we wont be flying with Qantas ever again. I wont recommend them anymore to friends or family.,May 2023,3,3,3,4,1,3,1,3
4,A fantastic First Class lounge at LAX.,"We spent almost 2 hours in the First Class Qantas lounge at LAX, and it was wonderful.
The service and the food were all great and the relaxed atmosphere was awesome.",April 2023,-1,-1,-1,-1,-1,-1,-1,-1
5,Brilliant service on the Flying Kangaroo,It has been a very tough few years for the airline industry and I am an a avid traveller and decided to try the Perth to London direct route on Qantas. Qantas has been getting a bad rap lately so I thought I would share what a great experience I encountered. Service from checkin to onboard was excellent. The flight attendents we had were happy and always willing to help. The food and drinks were of an excellent standard as was the entertainment. Would I fly them again? Absolutely. Their safety standard speaks for itself. I love Qantas and as a proud Australian its like being at home when you step onboard!,May 2023,4,4,5,5,4,5,5,5
5,A great flight,It is a long time since I have given Qantas 5 stars but in this case it was deserved. The flight left early and landed early. We got a hot panini and a wine on board. The flight had free Wifi. The baggage came off fast in Hobart. The on board staff are average as is often the case with Qantas but this was a great flight.,June 2023,4,4,5,3,3,4,5,5
1,Worst refund/cancellation policy ever,"Read the small print for all refund/cancellation policies. Said I could get a full refund in quantas credit for my flights of $3050. I took this option as the new flights I wanted to book were $2271. However, when you use your credit, it forces you to book flights at a DIFFERENT price to the normal price advertised. It ended up charging me an EXTRA $550. So Auckland to Sydney return total of $3600, when the normal online price was $2271. This was not obvious to me when I chose qantas credit and is obviously in the small print. Will never fly Qantas again.",June 2023,1,-1,-1,1,1,-1,-1,-1
1,Do not use Qantas if you need any support,"Qantas are not good at helping any families with any issues and have the worst customer service
So many other airlines have much better service",June 2023,-1,-1,-1,-1,-1,-1,-1,-1
1,Qantas outdated airline,"5hrs 20 min no screens
Packed in like sardines
Byo entertainment
This airlines a joke
.
Paid over $600 qantas club, have over 1 million ff points. Q club is rubbish
Airline is rubbish.
Old stock
Old flight attendants
Outdated.
These aircraft are best suited to 1.5 hr east coast jaunts not 4 and 5 hr journeys",May 2023,-1,-1,-1,-1,-1,-1,-1,-1
1,Disaster,"A disaster.
The boarding gate at Christchurch opened late. Boarding was therefore chaotic.
When all were onboard the flight was then awaiting a de-icing machine.
When the Qantas de-icer arrived it did not work.
Then another hour sitting waiting for an Air NZ de-icer.
Eventually took off over 2 hours late.
Arrived in Sydney and no available gate to disembark and so sat on the runway for more delay.
No assistance on disembarking. Had to go through security screening. Bit silly that as had just come off of a Qantas International flight.
Incoming international flight security screening took ages with (once again) only one scanner working.
After screening found that the flight was gone.
Nearby international transit desk closed.
A major task to find the only open transit desk which was on the other side of the terminal - with no signage.
At transit desk only one person working - with a queue of 20+ waiting. (Poor employee. Felt sorry for her with no attempt by Qantas to help).
Eventually told I was re-routed via Tokyo.
Arrived Bkk 14 hours late.
NO baggage at airport.
More lost time reporting lost baggage.

So, overall, a really very, very, very, bad experience with Qantas.",June 2023,2,2,2,3,2,2,1,1
1,Still waiting for a solution,"Disappointed and waiting for a solution over 6-8 months. Been waiting so long for Qantas to sort out my membership issues, lost flight points and compensation for being stuck in the airport for 30 hrs. - SR8315442",January 2023,2,3,1,1,2,2,2,2
2,Dirty Cabin,"I was on a flight from port hedland to sydney, the tray table on board was stained of someones coffee and the seat was pretty old onboard the Boeing 737. However this was annoying and gross the crew where alright there was one of them that was grumpy but I will give qantas another chance.",May 2023,2,1,2,2,1,1,1,2
2,Crumbling Qantas,"Shortly before our flight from Sydney to Darwin, I completed my check in process and had the e-tickets issued and added to my wallet. Within half an hour, I was contacted by Qantas Customer Service, advising me that they had “lost their business class cabin” for that flight.
I asked where had it gone? Many frustrated phone calls later, and with the help of our terrific travel agent, it turned out that after initially offering only ONE of our TWO tickets back in business class. & the other “perhaps” in Economy, by Qantas, that our travel agent was able to find several business class seats still available for the same flight!!
What a debacle! And it left us wondering why bother with paying more, if that’s how Qantas treats “valued” customers!!
Thank goodness our travel agent persevered for us!
Without her, who knows when we could have sorted this administrative MESS!!",June 2023,-1,-1,-1,-1,-1,-1,-1,-1
1,"Traveling in the back of a van for 10 hours would have been more comfortable,","Qantas has gone hill imo. The seats are cramped, not enough overhead space and the online ""entertainment"" i use the term lightly, was abysmal and i had no sound as my seats' earphone connection was damaged. The flight attendants were awesome however and the meals, I felt were quite nice. I will not travel economy with them again, but you have to book business class pretty quickly though as there is only limited seats and even if they were not the greatest Business Class, I have seen they would have been a def improvment. Qantas, need to not jam people in a small aircraft, if you are doing a 3 hour plus flight, you have the right to a somewhat basic level of comfort, ?No. You, will be on my ""least favourite"" flight company.",June 2023,1,1,1,4,2,1,4,5
4,Holiday flight,The flight over was a very pleasant and a full flight. However in all my travels I have never experienced a flight attendant telling me that I was not allowed to exercise at the back of the plane. This is only for crew. On a 9 hour flight I need to stretch,June 2023,4,3,3,4,3,3,4,5
2,Flying under minimum standards.,"Looking at the past reviews... ...how on earth could Qantas be rated higher than a 3. I guess if you land at your destination they have achieved their primary purpose. But if the plane is late to board, late to take off, late to land, and U write this now because I have ample time because it has been 40min since landing and the PA announcement has just said the baggage handlers are approaching the plane to unload.

I guess every dollar counts, even at customer expense (I will miss appointments now), but no tears allowed in the future when they fall (most likely begging for tax payer assistance)",June 2023,-1,-1,-1,-1,-1,-1,-1,-1
1,"rude ground staff, terrible customer service","Booking the tickets was fine, its getting them to issue the eticket that was a problem. Contacting customer service to resolve the issues was also bad. It took them over 3 months to send me my eticket and even then my connecting flight was changed by them without informing me. Spend another week calling them non stop to fix the problem. I won't go in full details as if you look up other travel forums they are well documented. This is the result of qantas outsourcing to call centres in South Africa, Philippines or India where they just follow the script and are very rude.
The ground staff at Sydney airport where just plain rude, aggressive and lazy. The complimentary bus transfer that qantas operate for its customers to travel between T1 and T3 was chaotic. The two male staff where too busy talking or playing with their phones. So when the bus arrives its a mad scramble for everyone to push in line and get on board. On the return trip back I was put onto a later connecting flight even though the flight wasn't departing for another hour by the time I got to the gate. Only found this out when I was at the international to domestic connection counter that I found this out. Furthermore a specific staff (attached photo) who was guiding the waiting line on that morning was extremely rude, not helpful and was brushing people off so she can continue talking to her colleague. I have already logged a complaint to qantas (including her name and the time and date she was stationed) about her but never receive a reply back. I received friendly and helpful interaction from the staff at westjet when flying internally in Canada then the staff at qantas and yet qantas is supposedly the better airline?
Onboard the flight, I was not expecting anything good or special. The meals was cold and serving was small. The cabin was dirty. More signs of qantas maximise profits at all cost.",August 2022,2,2,-1,1,1,1,1,2
5,53rd Wedding Anniversary holiday.,"The flight home was wonderful.
Aircraft great. Staff very friendly and professional very attentive.
The food was excellent (breakfast)
The drinks were really good and plentiful.
Seating well above expectations.
Well done Qantas. Many thanks.",June 2023,-1,-1,-1,-1,-1,-1,-1,-1
4,Not a bad flight.,"The final leg of my journey home after a trip overseas. The aircraft was clean, comfortable and on the seats contained the standard small pillow, blanket and headphones. The seats were comfortable enough and leg room was okay. The flight was on time and landed in Sydney on time as well. The food was okay with plenty of drinks on offer.",May 2023,4,4,4,4,3,4,4,4
5,Flying As It Should Be,"My sister and I had flown to visit our sister who resides north of Sydney. The flight home was on a Qantas Aerobus, surely the largest planes I have ever flown on. We opted for Premium Economy, one step up from economy and worth every penny. Blankets and pillows, noise cancelling headphone, excellent movies, wonderful food and complimentary wine. The staff were excellent and any request or need taken care of right away. A long flight but fairly comfortable. I wish Qantas operated all of the USA travel! We had assistance in getting through the airport and to the boarding gate. It was a long process and I would recommend arriving to do this 3 hours before boarding. We had 2 1/2 and just made it to the gate with maybe 15 minutes to spare. Thank you Qantas for taking care of us!!!",June 2023,4,4,5,5,5,5,5,5
2,A letdown - Inconsistent standards across different international flights,"I had a pretty enjoyable trip from Singapore to Melbourne. However, the experience that Qantas offers does not seem to be consistent. The trip from Sydney to Singapore was a letdown.

1. The crew members need to be more attentive. We were among the last rows being served the meal. While we could understand that sometimes certain food would not longer be available in the cart, it would not be acceptable when the passenger was handed the meal was given without any cutlery and was told to wait for the bread to come. Of course, it ended up the crew member forgot after it after almost a 10-minute wait. In addition, no one responded after the 'assistance' button was pressed. We had to catch the attention of a crew member who happened to be attending to another passenger. and that was another 5-minute wait.

2. Safety - Lack of vigilance: The overhead compartment above my seat was fully packed. When a passenger took her bag out to unpack, she did not close the cover of the compartment. It was more than 5 minutes of the flight time. This could be very dangerous, especially for the passengers who sat below or near the compartment. HOWEVER, none of the crew members went around to look out for such.

3. It was a A380 plane with double decks. The 'hidden' passage way for the crew members were situation besides the toilets. While we understand the crew members need to access this area, there were occasional crowds around that area. This could be done more quietly and with more consideration of passengers seated around.

Professionalism of the crew and standards could definitely be better.",June 2023,4,4,2,1,3,4,5,4
1,No seat selection available in advance - even if willing to pay,"Bought seats for my wife and me 3-4 months in advance. Did NOT purchase through discount web site, but on Qantas web site. Economy seats were roughly $1,500 each. Was not allowed to select seats at the time of purchase, but figured I could do so for a fee later, although their web site says that seat selection is complimentary.

As is often the case, time got away from me and I didn't deal with it until a few days before departure. Couldn't do so either on their app or online. I even had signed up for their frequent flyer program.

Checked in online and then saw that our seats were both center seats and quite a few rows apart. My wife and I are 66 years old and I typically will pay up to $200/seat to get exit row or bulk head on an international flight.

At least at the airport the Qantas clerk got us together, but neither seat was aisle as we requested. The guy on the aisle must have slept 8 of the 15.5 hours of the flight, and we both ended up climbing over him by stepping on the arm rests...two 66 year olds, lol!

Anyway, suffice it to say I will never fly Qantas again!",May 2023,3,4,5,4,3,4,1,4
2,Long delay to and from Perth,"I’m disappointed with #Qantas after both my flights to and from Exmouth were delayed by 5hrs.

Despite the flights being 10 days apart it appears as though there have been mechanical faults with the plane both times, necessitating both a plane swap and crew swap.

Nor does this appear to be a one off, as another passenger on this flight stated his plane from Perth to Exmouth 5 days ago also had a mechanical failure and long delay.

One failure would be a coincidence. Two seems problematic. Three in 10 days appears to be a pattern.

Not only that but there is minimal support and facilities at Learmonth airport - difficult when you are travelling with a two year old and Qantas only communicates the delay late (when you’re already at the airport)",June 2023,-1,-1,-1,-1,-1,-1,-1,-1
5,Good customer service,I would like thank the customer service of Qantas for assisting my grandma until her flight back home. Much appreciated.,June 2023,-1,-1,-1,-1,-1,-1,-1,-1
3,airline rude behaviour,i travelled frm india to melbourne..the flight was normal and i requested for the wheel chair at melbourne airport as i had undergone the leg surgery . as soon as i reached melbourne i asked them to help me with wheel chair but the staff was soo rude to me.the man was some indian sikh . he spoke sooo rudely tht i feel like i should help me out myself . i am not satisfied with this airline .,June 2023,-1,-1,-1,-1,-1,-1,-1,-1
2,Not the Qantas it used to be,"Flew economy to london. As a 6ft 5 guy i try to get an extra legroom seat. Managed to get one the day before flying when checking in. Free of charge. Get to the airport and they bumped me to a middle row seat because they decided to sell the seat. I wasnt even given the option to pay or i would have. Poor from Qantas but i get thats why the name isnt what it used to be. Will be flying Emirates or Qatar in the future. The Direct flight isnt what its all cracked up to be, more space on the 380 in economy. I couldnt even reach down and touch my toes without hitting the seat infront.",June 2023,-1,-1,-1,-1,-1,-1,-1,-1
1,avoid,"With no knowledge Qantas flew international CHC to Melbourne then pushed me onto a domestic flight to Sydney - took five hours to negotiate then nearly missing international connection to London.
No apology and Qantas doesn't even reply to query except take it up with insurance
Qantas don't care",June 2023,4,4,2,1,1,4,4,4
1,OVER PRICED,"No Service
No Gluten Free Food as requested
No Smiles
No baggage service
No cabin space
No hopeful ground crew",April 2023,2,2,1,1,1,1,1,1
3,Disappointing,"Whilst management and the Shareholder's make a pretty penny, the people who got them there are treated to tired, dirty planes.
The sandwich on offer was disgusting and I couldn't believe there was no tea or coffee served?? Qantas likes to brag about an all inclusive experience, however I would rather pay for a better meal. Also tried to change a flight coming back and they were going to charge more one way than we paid for a return flight??!! We ended up cancelling the flight altogether and had a great flight back with Virgin.
The Qantas Lounge is disappointing - they didn't even offer fruit and the pickings were slim. What has happened to this airline? Only good thing about them is the staff on board the flight.",June 2023,4,2,2,2,2,1,4,1
2,Qantas pay more get the same,"since covud i have travelled with Qantas 4 time twice flights have been delayed.
everyone complains about jetsatr etc.always being delayed i have also traveled with jetstar twice and both times on time.
Why do we pay extra for qantas no longer in flight entertainment.Unless you want to watch on phone.Pay more and get the same as everyone else.
I will be carefully considering who i fly with next time.",June 2023,2,2,1,3,-1,3,3,3
1,Qantas took no responsibility for staff & systems fail costing customer $thousands.,"We booked a return family flights to Europe 10 months in advance to get a good price and availability. Later, a flight was cancelled so I called Qantas to rebook.
But behind the scenes something was wrong with the new booking. I don't know if it was a staff error or technical error, but the new booking only existed in one of their systems but not another. I had a feeling something was wrong because I couldn't see the booking when I logged into the Qantas online portal. Over several months I called Qantas about 10 times and spent over 100 hours on hold waiting for customer service as I tried to make sure our booking was valid. Each time, I was assured that the booking was fine. The customer service agent would re-send the itinerary to put me at ease.
The day before our flight, I called again because I couldn't complete online check-in or book a meal online. Again, I was assured the booking was fine and I should sort it out at the airport. But I called again and kept asking questions until eventually at 2am the staff member looked in a different system and found that my booking didn't exist.
I asked for alternative flights but nothing was available to anywhere in southern Europe for a week or so. This wasn't an option for us since we needed to arrive on time for my mother-in-law's 80th birthday.
Qantas offered no alternative apart from a few thousand points as compensation for these mistakes with their systems.
We ended up booking the last available seats with Thai Airways. Actually, I found this flight to be very comfortable. The food was good, staff were kind, and the change in Bangkok worked well.
I'll avoid Qantas any chance I get. Thai and many other alternatives are a better choice.",July 2022,1,1,1,1,1,1,-1,-1
3,Poor Business Class,Qantas' business class is very poor. The armchair that turns into a bed is old. The in-flight service is poor and inappropriate. The food served on board on a 14-hour flight is economy class food. Not worth it. Not worth the money spent. Hope never to fly again with Qantas. Wake-up!!!,May 2023,4,3,2,3,2,3,3,2
4,"Great, friendly service in economy",My second-ever flight on QF2 from London to Sydney (via refueling stop in Singapore) was operated by an Airbus A380. The last one was in 2019. This was a night flight so most of the time was spent sleeping and in and out of movies. Service from the FAs was good especially during sleep time as I was able to request water and promptly received my request. The best service was from the check-in clerk at Heathrow who was quick to give me an aisle seat when I asked. He also informed me that I need not worry too much as the seat next to me would be empty all the way to Sydney. Great and friendly service.,May 2023,4,4,5,5,4,5,5,5
3,"Unkind, uncaring cabin crew","I was unfortunate enough to suffer a nose bleed on my recent flight. The cabin crew were so unkind, and unhelpful. To the point that they ignored my calls for help when the bleeding was intense (they switched off the little blue call light twice!).
Waiting for the medical team to collect me at the airport, the head steward actually stopped near my seat to perform some task, and didn't so much as look at me or ask how I was doing. This crew is a disgrace, and if this is the Spirit of Australia, I feel sorry for its citizens.",May 2023,4,4,2,1,2,4,4,4
4,Customer Service at Check In - Melbourne,"I would like to thank Philip Green for his impeccable customer service. He was professional, polite and very understanding and a pleasure to deal with. Qantas you need more people like Philip. Made our check-in process and absolute breeze and made us feel so at ease. Thank you Philip.",May 2023,-1,-1,-1,-1,-1,-1,-1,-1
4,"Good, Solid Domestic First Class","Great check-in experience, beautiful lounge and food. Gate area was orderly. The plane was obviously an older 737 but it was well-appointed in First Class. Service was prompt and friendly. We were pleasantly surprised overall and would recommend them highly.",April 2023,5,5,2,5,4,4,4,4
3,OK but not quite there,"My partner and I flew qantas business class and whilst not bad there is definitely room for improvement. Seat/bed was fine, food good, entertainment good and service acceptable. However, beverages were disappointing, only one white wine, 2 reds, of which one(shiraz) ran out. How does that happen on an Australian international business class airline? It smacked of cheapness. Overall, you'll have noticed that nothing was very good or even excellent. I flew Swiss business class on the same trip and they were far better. What has happened at qantas?",May 2023,-1,-1,-1,-1,-1,-1,-1,-1
5,Amazing service from Qantas,"I’ve had a couple of bad flights with other airlines previously, and can be picky, but I had to write a review after my flight to Hong Kong a few days prior, where I received excellent customer service and was taken care of very well.
The air hostess Michelle was great, her safety demo was very informative as well.
Excellent service = happy customer, I will be returning and hopefully on Michelle’s flight again.",May 2023,-1,-1,-1,-1,-1,-1,-1,-1
2,horrible decline in food and beverage in economy,"I recently made my first overseas trip post Covid.
I made in total 9 flights. 2 were with Qantas and 2 were code share with Emirates.
I was seriously shocked at the dismal and contemptuous standard of the food and beverage service on Qantas. You are served only a tiny plate of mushy hot food with a tiny roll and a dry piece of generic cake. This is the standard of NSW rail.... not a compliment.
Emirates has continued with the traditional full tray of airline food and repeat beverage service. On a long flight meal service is one of the things that passes the time. To be served something more suitable to a short domestic flight was a shock.
I suppose the idea is to encourage passengers to book premium or business. For me I will just book another airline.
I really hate to be treated like dirt.
The inflight entertainment service was glitchy. My screen kept freezing and would and the touch screen often would not respond. The cabin crew tried to help by rebooting. No difference. Others around me had the same problem so this must be a system issue. It was impossible to select and watch a movie. Fortunately I had brought a book. Again Emirates were vastly better.
I left the flights both ways just seething.
Never again unless there is no alternative.",May 2023,2,2,1,1,3,3,1,1
1,I was charged twice and customer service is terrible,"I booked a flight at the beginning of the month. A trip I’ve been waiting to make for decades to visit family and was finally able to do so.
After I made my booking, I realized I needed to make a slight change to my itinerary. I called Qantas and they suggested I rebook and that my first booking would be cancelled and I would not be charged.
I did as advised and all seemed well.
A few days later, I looked at my bank account, which I do most mornings, and throughout the day, because I live paycheck to paycheck and saw my account was overdrawn by almost $5,000. I quickly saw what had happened : I was charged for my original flight that was cancelled and that I was told I wouldn’t be charged for by Qantas and also for my new booking.
I called Qantas immediately and proceeded to spend the next 4 hours on the phone talking with different Customer Service works and hearing something different from each person.
The last person I spoke with actually gave me a case number and told me the refund would be proceeded in 3-5 days.
That night, I received an email from Qantas saying my refund was being processed and it usually to 6-8 weeks.
My account is still overdrawn and my savings account is now frozen. I’ve been calling the BBB and the FAA and emailing any email I can find for Qantas. No money and no response.
I’m unable to pay my bills right now and I’m getting no help from Qantas despite this being completely their fault.
I haven’t even flown with them and already I have a very negative view of the company.
I’d advise anyone against supporting a company that won’t do whatever they can to right a wrong they created.
Really disappointing to say the least.
Totally at a loss for what more I can do.",May 2023,-1,-1,-1,-1,-1,-1,-1,-1
1,Bad Check-in kiosks,Check-in kiosks require a smartphone to scan a QR code for checking-in. What if my phone runs out of battery. There is no Qantas staff around to help out. Please note that not everyone has a smartphone.,May 2023,-1,-1,-1,-1,-1,-1,-1,-1
2,Yet another delay,This was the last sector on an international itinerary. We were delayed in Sydney and ended up in transit for 6 hours instead of 4 hours. The lounge is very average with grotty showers and toilets. Time for a refurb. The international bus transfer is also very average. The flight was late yet again. Qantas planes are also tatty and this was no exception. At least the inflight wifi passes the time. I am not impressed.,May 2023,4,3,5,1,2,2,1,3
3,Filthy toilets and shabby plane,"It is great that Qantas fly from Haneda - so much more convenient than Narita. We used the Sakura Lounge in terminal 3 as Qantas Gold. Ok lounge but nothing special. The plane was packed. The seats are showing their age. Old and shabby. Toilets are dirty and not cleaned during the flight. The usual I don’t care attitude from Qantas flight attendants. Food ok. Didn’t watch movies as tired. We arrived early and bags came off fast. Time for Qantas to refresh the fleet. And get some new enthusiasm from staff. Really tired Product. Even with gold membership, I am rethinking who I fly with.",May 2023,3,3,5,2,4,1,4,4
4,Cancelled our flight 05/05/23,In the taxi to Perth airport we received a message to say that our 1050am flight was cancelled and Qantas put us on a later flight that would have got us to Sydney tooooo late for our connecting flight to Honolulu. I went into panic mode and went straight to the service desk tosee if anyrthing could be done. The lady was very helpful and after about 10 minutes she put us on standby for an erlier flight( no guarantee that we would get on) Fortunately we got seats on the 1005am flight and made it to Sydney to get our connecting flight. It pays to get to the airport early otherwise we could have not got to our destination on time. Thanks Qantas you were great..,May 2023,4,4,5,5,5,5,4,3
5,Business class A330 - Sydney. -Seoul ( Incheon ) - Sydney,"Flew Sydney to Seoul (Incheon) return QF87 and QF88 on this route re-introduced in late 2022.

The A330 business class cabin layout provides good privacy on the even numbered window seats with a little less privacy on the odd numbered window seats.

Full lay flat bed with comfortable mattress and pillow and blanket. Pyjamas and amenity bags provided however you may need to ask for pyjamas if you would like them on the outgoing sector as this is a day flight.

After leaving the Qantas International Lounge boarding is generally quick if you board during the priority boarding prior to general boarding commencing.

Greeted as I entered the aircraft and shortly after you take your seat you are again greeted by the cabin crew and a pre-departure drink is offered.

The crew are very friendly and still maintain a professional but relaxed service.

Meal orders were taken with some of the more popular (seared snapper dish) being unavailable by the time my order was taken in row 4 however the other options of which I chose Bannockburn chicken that was enjoyable.

A nice choice of wines, spirits , soft drinks juice and water to compliment the meals and snacks provided throughout the flight.

Dinner service was offered later in the flight prior to arrival into Seoul.

The inflight entertainment screen is a good size and offers plenty of movies , television programs, music Podcasts throughout the over 10hr flight.

Sarah , Marie , Louise and Travis were the flight crew attending to the business cabin on QF87 with Travis coming through the cabin shortly before landing to thank passengers for their business and ensuring that the service received was excellent.

Excellent start and finish to holiday in Seoul flying Qantas business class and look forward to further flights.",April 2023,-1,-1,-1,-1,-1,-1,-1,-1
1,Qantas the most delayed airline ever.,"Been in and out of the country for the last 3 months.
Everytime qantas is Late. At least 3 hours. Causing me to miss other connecting flights.
Once 2 weeks ago travelling to Sydney from Brisbane then Manila.
Flights from Brisbane was 3 hours late. Off course when I got to Sydney I lost the Manila flight.
The rude lady at the desk said they would not provide a hotel because wasn't their fault..(who's fault was it then)
Then they flew me to Bali then to Manila. So I arrived 12 hours late.
The point is if you don't care about arriving on time..EVER!!!!
Then go with qantas. But if you have business meetings, important things to attend.
STAY AWAY FROM qantas. They are cutting costs in a way that the airline is suffering. And the customer service is a joke, rude.
Would love to see this company disapear",May 2023,-1,-1,-1,-1,-1,-1,-1,-1
4,A good international flight,"I get so used to grumbling about Qantas these days that it is nice to write a good review. This is a new service non-stop to Seoul operated by the A330. The plane was not full so I had 2 empty seats next to me. The food was a highlight - 2 hot meals were served with choices and nice wines. The service was also friendly and polite - I must say the non-Anglo background staff are much nicer than the whites. The entertainment was good as well.

My only issue is the filthy toilets. Many other carriers check the toilets often and clean them through out the flight. Qantas do not.

Also, why not greet your Golds as well as the Platinums. I fly a lot with you too!",May 2023,3,4,5,4,4,2,4,5
3,"Delays, changes, delays","I was supposed to fly to Fiji from Canberra this month for business but was informed by a Qantas message that my flight would be delayed the next day. Then another text confirming another 2 delays before I was then rerouted to Melbourne instead of Sydney and take the international connection from there. Not complaining about that but just the inconvenience of that. The same happened for my connection back to Canberra - another delay at Brisbane but pilots made up for it with a nice apology. I am not one to fret about delays as I understand the many behind the flights activities that are happening, but would be great if Qantas can help to minimise this or address these challenges so as to provide a hassle free, stress free flight. As a QF member, I choose to fly Qantas for many reason but especially so for the points etc - so Qantas, please keep improving your service. You still my number 1 choice for flights though :)",May 2023,3,3,2,4,3,3,3,3
1,4th Strike out of 6 flights. What has happened to our flag airline?,"Something is very broken at Qantas. We pay premium fare money for poor service. I can get the same flight for $64 with other airlines. Two people return over $1000.

Boarded, all good tarmac out, on the run way, did not even get to full power and drove down the runway to go to service bay. Should be ok after engineers check it out. Thirty minutes later off loaded and had to walk from gate 28 to gate 6, Change planes. Meant to arrive in Hobart approx 1630. Arrived about 1900.

Cabin staff were excellent. Pilot could not apologise often enough but that doesn't solve the root issues.

The snack are revolting. Bring back cheese and bickies.

No alcohol before 1600. Some of us have been up all night and just want to relax.

My history last few flight.

Melb - Cairns.
3 attempts at take off. Change planes. No meal, limited service in contradiction to T& C's Arrived very late.

Melb - Hobart Return
4 Hour delay departure Melb arrived in Hobart after midnight. Hotel closed.
Should have been offered Qantas Club (as happened in Singapore before.) but nothing.
Went to service desk late and asked why not? They offered me a voucher but all cafes shut. Not lunch no tea,
3 hour delay departure Hobart.

Melb - Bne
My luggage went to Adelaide, I was going to Bne.. My vessel was meant to sail but luggage late.

Paying top dollar for rubbish. Melb Hobart planes old, no entertainment. Poor

Hope the new boss can do better than Alan.",May 2023,2,2,1,5,1,3,4,1
1,Messy confused phone service,Tried to get a few answers for questions we had about connecting flights but after 3 calls to 3 confused phone operators we just booked Cathay Pacifoc instead. To much hassle please train your people properly as it really should be that hard.,May 2023,-1,-1,-1,-1,-1,-1,-1,-1
1,Terrible Service!,"Qantas was disappointing. It is considered a top airline, but my first experience with them on a Brisbane to Los Angeles trip was underwhelming.

The plane was old and lacked adapters for charging devices, with only one USB port. Additionally, the entertainment options were limited.

When requesting a drink, the crew would often bring just a can without a cup or ice, which was inconvenient.

The dinner consisted of lamb with mashed potatoes, but the meat was chewy and the taste was unpleasant. The meal lacked accompanying items like bread, butter, salad, or dessert. For breakfast, served an hour before landing, the crew informed the last three rows that hot meals had run out, offering only granola and yogurt instead. This was surprising and not ideal, as I have never encountered a complete shortage of meals on a flight before.

Considering the extra cost I paid for Qantas and my expectation of excellent customer service, I found their performance to be subpar compared to other airlines I have flown with.",May 2023,-1,-1,-1,-1,-1,-1,-1,-1
3,Enough of the salsa and corn chips,"This was a typical Qantas domestic flight - got us there but nothing special. I am so over the corn chips and salsa snack. Enough already!

Baggage was distributed over 2 different carousels causing confusion in Sydney.

A very average airline these days with a tatty old plane with no WiFi working.",May 2023,3,3,1,3,3,3,3,1
